POI_ID,名称,经度,纬度,地址,电话,类型,类型编码,省份,城市,区县,商圈,邮编,数据来源关键词,数据来源区县
B0KAMG3XP9,昆仑网电汽车充电站(中国石油北京丰台晓月西路充电站),116.237079,39.834596,宛平街道晓月西路丰顺商务楼,956100,汽车服务;充电站;充电站,011100,北京市,北京市,丰台区,[],[],充电站,丰台区
B0L03PBYG9,昆仑网电汽车充电站(中国石油北京丰台水魔方充电站),116.252280,39.884167,小屯路11号水魔方东侧停车场,956100,汽车服务;充电站;充电站,011100,北京市,北京市,丰台区,青塔,[],充电站,丰台区
B0L3VPGP2T,昆仑网电汽车充电站(中国石油北京丰台鑫嘉汇充电站),116.293600,39.818478,鑫嘉汇购物广场,956100,汽车服务;充电站;充电站,011100,北京市,北京市,丰台区,世界公园,[],充电站,北京市
B0L6SS56EC,昆仑网电汽车充电站(中国石油北京丰台靛厂锦园南门超充站),116.279816,39.887380,水衙沟路126号,0797-966991;956100,汽车服务;充电站;充电站,011100,北京市,北京市,丰台区,郑常庄村,[],充电站,丰台区
B0K2K9WVVB,昆仑网电汽车充电站(中国石油北京大红门停车楼充电站),116.397885,39.846061,大红门地铁A2口北50米立体停车楼内,956100,汽车服务;充电站;充电站,011100,北京市,北京市,丰台区,马家堡村,[],充电站,北京市
B0MGPG062R,昆仑网电汽车充电站(昆仑网电丰台区京盛时代购物中心停车场超充站),116.173720,39.820557,镇岗塔路云岗航天人才家园1号楼京盛时代购物中心停车场,956100,汽车服务;充电站;充电站,011100,北京市,北京市,丰台区,长辛店,[],充电站,北京市
B0MBFG2OJF,昆仑网电汽车充电站(昆仑网电北京丰台嘉禾停车场超充站),116.257370,39.871020,双林东路春风雅筑西北150米嘉禾停车场内,956100,汽车服务;充电站;充电站,011100,北京市,北京市,丰台区,[],[],充电站,丰台区
B0KAC91SNH,昆仑网电汽车充电站(昆仑网电北京汽车博物馆充电站),116.302574,39.827843,北京汽车博物馆南门东150米,956100,汽车服务;充电站;充电站,011100,北京市,北京市,丰台区,[],[],充电站,丰台区
B0KKH5NRLQ,星星充电汽车充电站(动力驿站-南三环中林超级充电站草桥),116.356855,39.852468,中林大厦北门旁,4008280768,汽车服务;充电站;充电站,011100,北京市,北京市,丰台区,马家堡,[],充电站,北京市
B0L39KQA88,星星充电汽车充电站(南庭新苑充电站),116.371860,39.808150,南庭新苑北区东(诚苑西路东),4008280768,汽车服务;充电站;充电站,011100,北京市,北京市,丰台区,南苑,[],充电站,丰台区
B0K02185FH,星星充电汽车充电站(星星充电-丰台-中企会大厦充电站),116.323710,39.849080,仲博中医院东门旁,4008280768,汽车服务;充电站;充电站,011100,北京市,北京市,丰台区,夏家胡同,[],充电站,丰台区
B0LKOZFZ2N,星星充电汽车充电站(星星充电-瑞泓沄充电站),116.409140,39.805590,丰台区南苑东路西洼地东南61米,4008280768,汽车服务;充电站;充电站,011100,北京市,北京市,丰台区,南苑,[],充电站,北京市
B0LR9LPXF5,极氪能源超级充电站(北京丰台银地西路极充站),116.331406,39.814660,停车场,4000036036,汽车服务;充电站;充电站,011100,北京市,北京市,丰台区,新发地,[],充电站,丰台区
B0MD9LQFFH,极氪能源超级充电站(北京新丰驾校极充站),116.240105,39.872272,小屯西南坟路22号新丰汽车驾驶学校地面停车位,4000036036,汽车服务;充电站;充电站,011100,北京市,北京市,丰台区,[],[],充电站,丰台区
B0LGTKTTKQ,极狐汽车充电站(马连道),116.331361,39.875289,马连道欣园东路1号,4000008899,汽车服务;充电站;充电站,011100,北京市,北京市,丰台区,广安门,[],充电站,丰台区
B0FFJXC3HC,比亚迪汽车充电站,116.389302,39.853481,西罗园南里与南三环中路辅路交叉口南380米,[],汽车服务;充电站;充电站,011100,北京市,北京市,丰台区,西罗园,[],充电站,丰台区
B0J3NHKO6V,比亚迪汽车闪充站(公共站汐歌儿海之月),116.224738,39.857557,城北街6号海之月公寓20号楼西侧,4000306666,汽车服务;充电站;充电站,011100,北京市,北京市,丰台区,卢沟桥,[],充电站,北京市
B0M6VNGX6S,比亚迪闪充汽车充电站(比亚迪北京环耀晟世4S店),116.312830,39.874374,西三环南路甲16号,4000306666,汽车服务;充电站;充电站,011100,北京市,北京市,丰台区,太平桥,[],充电站,北京市
B0M6ONJVXU,比亚迪闪充汽车充电站(比亚迪北京福铃丰瑞4S店),116.350037,39.829357,花乡街道南四环中路260号,4000306666,汽车服务;充电站;充电站,011100,北京市,北京市,丰台区,[],[],充电站,丰台区
B0MG6NH740,比亚迪闪充汽车充电站(比亚迪北京福铃兴迪4S店),116.323453,39.831615,玉泉营街道花乡汽车园(南门),4000306666,汽车服务;充电站;充电站,011100,北京市,北京市,丰台区,[],[],充电站,丰台区
B0KAL6HVF4,汐歌儿汽车充电站(公共站汐歌儿海子公园优易充小站),116.345598,39.815687,南苑西路332号,[],汽车服务;充电站;充电站,011100,北京市,北京市,丰台区,南苑,[],充电站,丰台区
B0L2SA53OZ,汽车充电站(六里桥客运地下充电站),116.306440,39.880817,六里桥南里甲19号六里桥客运主枢纽地下停车场,4009608068,汽车服务;充电站;充电站,011100,北京市,北京市,丰台区,太平桥,[],充电站,丰台区
B0LADH6YGD,汽车充电站(北汽动力丰台刘庄子站),116.240638,39.849273,刘庄子路沙岗村甲5号院小桔充电站院内,[],汽车服务;换电站;换电站,011101,北京市,北京市,丰台区,[],[],充电站,北京市
B0IUDLGP8B,汽车充电站(小鹏超充北京新业广场站),116.448178,39.858337,新业广场停车场,4007836688,汽车服务;充电站;充电站,011100,北京市,北京市,丰台区,分钟寺,[],充电站,丰台区
B0J21XCAWC,汽车充电站(特来电北京市丰台区菜户营桥北站),116.348388,39.871312,地面停车场,4001300001,汽车服务;充电站;充电站,011100,北京市,北京市,丰台区,广安门,[],充电站,丰台区
B0L2MBWJM9,汽车充电站(隆瑞三优嘉园三里站),116.365205,39.840929,嘉园路7号,[],汽车服务;充电站;充电站,011100,北京市,北京市,丰台区,角门,[],充电站,丰台区
B0LBLLPC27,汽车换电站(蔚来北京丰台草桥站),116.362857,39.839912,赵村店路京港地铁有限公司北门外左转停车场直行,[],汽车服务;汽车服务相关;汽车服务相关,010000,北京市,北京市,丰台区,草桥,[],充电站,丰台区
B0L2DN7R5W,滴滴充电充电站(角门东里36号院),116.382925,39.848225,角门北路与马家堡路交叉口东南340米,[],汽车服务;充电站;充电站,011100,北京市,北京市,丰台区,角门,[],充电站,丰台区
B0JRRSP20F,滴滴充电汽车充电站(中石化龙禹东旭国际充电站),116.310421,39.829469,樊羊路253号地面停车场,4000610999,汽车服务;充电站;充电站,011100,北京市,北京市,丰台区,[],[],充电站,丰台区
B0K6T4OWZT,滴滴充电汽车充电站(丰台七里庄亿潼隆-鲸悦能源充电站),116.295364,39.872627,六里桥街道万丰路532号亿潼隆万丰购物中心停车场西侧,4000610999,汽车服务;充电站;充电站,011100,北京市,北京市,丰台区,太平桥,[],充电站,丰台区
B0L36U9MUM,滴滴充电汽车充电站(云和桥丰台新发地长途客运站充电站),116.344960,39.825535,花乡街道京开路新发地长途客运站停车场,4000610999,汽车服务;充电站;充电站,011100,北京市,北京市,丰台区,新发地,[],充电站,丰台区
B0MDUO27MG,滴滴充电汽车充电站(京供华商重卡大巴超充站),116.241290,39.857635,卢沟桥街道G4辅路,4000610999,汽车服务;充电站;充电站,011100,北京市,北京市,丰台区,[],[],充电站,丰台区
B0KKRGJW5S,滴滴充电汽车充电站(京化能源煜龙超级充电站),116.304100,39.878380,煜龙宴(六里桥地铁站E东南口步行190米),4000610999,汽车服务;充电站;充电站,011100,北京市,北京市,丰台区,七里庄,[],充电站,丰台区
B0MATNU6J5,滴滴充电汽车充电站(六里桥政务中心充电站),116.308390,39.880450,六里桥街道为民街首发大厦北京市丰台区六里桥南里甲9号,4000610999,汽车服务;充电站;充电站,011100,北京市,北京市,丰台区,太平桥,[],充电站,丰台区
B0MDFN88JR,滴滴充电汽车充电站(北京丰台丹陛华广场超级充电站),116.406140,39.849710,大红门街道丹陛华生活展示中心,4000610999,汽车服务;充电站;充电站,011100,北京市,北京市,丰台区,木樨园,[],充电站,丰台区
B0JUGG3D4B,滴滴充电汽车充电站(北京丰台顺和智库充电站),116.311440,39.864990,丰台街道西三环南路辅路顺和国际停车场东南侧,4000610999,汽车服务;充电站;充电站,011100,北京市,北京市,丰台区,七里庄,[],充电站,丰台区
B0LDODYB6J,滴滴充电汽车充电站(北京四合庄兴鹏停车场充电站),116.312060,39.835100,宏达地面停车场,4000610999,汽车服务;充电站;充电站,011100,北京市,北京市,丰台区,[],[],充电站,丰台区
B0M6JUDNZU,滴滴充电汽车充电站(北京市丰台区刘庄子路沙岗村甲5号院充电站),116.240234,39.850020,宛平街道刘庄子路停车场南侧,4000610999,汽车服务;充电站;充电站,011100,北京市,北京市,丰台区,[],[],充电站,丰台区
B0KAMP2ARO,滴滴充电汽车充电站(北京市丰台区草桥安富停车场充电站),116.359800,39.847140,玉泉营街道有搞头火锅烧烤烤鱼玉芳园停车场东侧,4000610999,汽车服务;充电站;充电站,011100,北京市,北京市,丰台区,马家堡村,[],充电站,丰台区
B0KBKGALWE,滴滴充电汽车充电站(北京市丰台区角门东里85号楼西南侧停车场充电站),116.376370,39.845978,马家堡街道马家堡中路66号角门东里,4000610999,汽车服务;充电站;充电站,011100,北京市,北京市,丰台区,角门,[],充电站,丰台区
B0MA1BDL5S,滴滴充电汽车充电站(北京西站商业广场超级充电站),116.320710,39.891937,太平桥街道北京西站南路北京云瑧金陵莲花酒店,4000610999,汽车服务;充电站;充电站,011100,北京市,北京市,丰台区,太平桥,[],充电站,丰台区
B0LDFLYSRU,滴滴充电汽车充电站(北京静态交通丽源路),116.312835,39.874995,丽源路与西三环南路辅路交叉口东80米,[],汽车服务;充电站;充电站,011100,北京市,北京市,丰台区,太平桥,[],充电站,丰台区
B0LU1YFGKB,滴滴充电汽车充电站(北京静态交通千禧街),116.281720,39.890420,千禧购物中心西侧停车场,[],汽车服务;充电站;充电站,011100,北京市,北京市,丰台区,郑常庄村,[],充电站,北京市
B0L3T477XS,滴滴充电汽车充电站(北宫镇超级充电站),116.169970,39.874977,北宫镇东河沿路红绿灯东南侧,4000610999,汽车服务;充电站;充电站,011100,北京市,北京市,丰台区,[],[],充电站,丰台区
B0M614EIKB,滴滴充电汽车充电站(南三环中路手拉手国际玩具城液冷超充站),116.408890,39.858720,东铁匠营街道南三环中路67号院北京舍得精品酒店,4000610999,汽车服务;充电站;充电站,011100,北京市,北京市,丰台区,蒲黄榆,[],充电站,丰台区
B0MAONGTS5,滴滴充电汽车充电站(国数人才基地充电站)(内部专用),116.263599,39.834418,看丹路418号,4000610999,汽车服务;充电站;专用充电站,011103,北京市,北京市,丰台区,[],[],充电站,丰台区
B0LK0D7NAA,滴滴充电汽车充电站(大瓦窑地铁站),116.241135,39.859444,卢沟桥街道G4辅路(大瓦窑地铁站B东北口步行90米),4000610999,汽车服务;充电站;充电站,011100,北京市,北京市,丰台区,[],[],充电站,丰台区
B0MDHNRG8T,滴滴充电汽车充电站(成寿寺充电站),116.446730,39.856420,成寿寺街道成寿寺路4号新业广场,4000610999,汽车服务;充电站;充电站,011100,北京市,北京市,丰台区,成寿寺社区,[],充电站,丰台区
B0MDU11ZQZ,滴滴充电汽车充电站(望园北路液冷超充站),116.289375,39.868877,六里桥街道肯德基(望园北路店)望园东路-道路停车位,4000610999,汽车服务;充电站;充电站,011100,北京市,北京市,丰台区,七里庄,[],充电站,丰台区
B0L1HNW1GT,滴滴充电汽车充电站(燕房电力.骏景园北区超快充电站),116.396800,39.856213,大红门街道果园珠江骏景北区地下停车场,4000610999,汽车服务;充电站;充电站,011100,北京市,北京市,丰台区,木樨园,[],充电站,丰台区
B0LRMYXCNG,滴滴充电汽车充电站(通久停车场超级充电站),116.403190,39.822510,和义街道南苑路104号汉庭酒店,4000610999,汽车服务;充电站;充电站,011100,北京市,北京市,丰台区,南苑,[],充电站,丰台区
B0HKDZY3SU,特斯拉超级充电站(北京丽泽天街),116.334072,39.867013,丽泽路300号地下B3层J区0424至0427、0449至0452车位,[],汽车服务;充电站;充电站,011100,北京市,北京市,丰台区,太平桥,[],充电站,丰台区
B0K1CG75ZD,特斯拉超级充电站(北京京印国际中心),116.375496,39.867750,开阳路8号地上停车场/入口开阳路辅路-西门,4009100707,汽车服务;充电站;专用充电站,011103,北京市,北京市,丰台区,右安门,[],充电站,丰台区
B0L36GA5VM,特斯拉超级充电站(北京六里桥特斯拉中心),116.311550,39.880980,西三环南路10号院北地上停车位/入口西三环辅路,4009100707,汽车服务;充电站;充电站,011100,北京市,北京市,丰台区,太平桥,[],充电站,丰台区
B0G0C7YZ92,特斯拉超级充电站(北京千禧商业街),116.283178,39.889958,靛厂路11号千禧购物中心停车场D区,[],汽车服务;充电站;充电站,011100,北京市,北京市,丰台区,郑常庄村,[],充电站,丰台区
B0L0OSIJTW,特斯拉超级充电站(北京南四环中路特斯拉中心),116.416267,39.831039,南四环中路20号地上停车位/入口南四环中路辅路,4009100707,汽车服务;充电站;充电站,011100,北京市,北京市,丰台区,[],[],充电站,丰台区
B0FFILDJFJ,特斯拉超级充电站(北京市宝隆大厦),116.332673,39.849298,南三环西路91号,[],汽车服务;充电站;充电站,011100,北京市,北京市,丰台区,夏家胡同,[],充电站,丰台区
B0H1AS3C7T,特斯拉超级充电站(北京市张仪村丰仪汽车园),116.229186,39.881578,张仪村路23号院甲5号北京寰宇标特特斯拉授权钣喷中心旁,[],汽车服务;充电站;充电站,011100,北京市,北京市,丰台区,[],[],充电站,丰台区
B0I1NS6CH5,特斯拉超级充电站(北京首开福茂),116.426957,39.846731,石榴庄大街与宋庄路交叉口西北180米地面停车场,[],汽车服务;充电站;专用充电站,011103,北京市,北京市,丰台区,宋家庄,[],充电站,丰台区
B0J2479N8E,特斯拉超级充电站(鑫嘉汇购物中心),116.292060,39.818947,丰葆路88号鑫嘉汇购物中心地面停车场北门东侧入口六圈路,[],汽车服务;充电站;专用充电站,011103,北京市,北京市,丰台区,[],[],充电站,丰台区
B0JAHR5KEC,特来电汽车充电站(北京丰台集美日新充电站),116.392227,39.832769,大红门街道南四环中路辅路集美家居地面停车场,4001300001,汽车服务;充电站;充电站,011100,北京市,北京市,丰台区,大红门,[],充电站,丰台区
B0FFIQW9TK,特来电汽车充电站(北京银座),116.298696,39.882068,万丰路68号院地下二层停车场C区1通道与E区8通道交界处,4001300001,汽车服务;充电站;充电站,011100,北京市,北京市,丰台区,太平桥,[],充电站,丰台区
B0K6S76PZH,特来电汽车充电站(特来电北京丰台世界公园南门停车场充电站),116.289790,39.806910,世界公园南门停车场(大葆台地铁站D西南口步行210米),4001300001,汽车服务;充电站;充电站,011100,北京市,北京市,丰台区,[],[],充电站,丰台区
B0KUJPJ4B5,特来电汽车充电站(特来电北京丰台丽泽16号购物中心快充充电站),116.313580,39.877163,太平桥街道西局东街丽泽16号购物中心,4001300001,汽车服务;充电站;充电站,011100,北京市,北京市,丰台区,太平桥,[],充电站,丰台区
B0J2TP44LZ,特来电汽车充电站(特来电北京市丰台区草桥欣园充电站),116.357440,39.846220,玉泉营街道草桥综合楼地面停车场,4001300001,汽车服务;充电站;充电站,011100,北京市,北京市,丰台区,草桥,[],充电站,丰台区
B0KRD7IJ3W,特来电汽车充电站(特来电北京市欧尚超市丰台店充电站),116.288750,39.835520,看丹街道乐华梅兰(我们的商店)欧尚超市(科兴店)B1层,4001300001,汽车服务;充电站;充电站,011100,北京市,北京市,丰台区,科技园区,[],充电站,丰台区
B0K6UPPQFT,特来电汽车充电站(马连道充电站),116.330460,39.875100,太平桥街道欣园东路马连道欣园小区,4001300001,汽车服务;充电站;充电站,011100,北京市,北京市,丰台区,广安门,[],充电站,丰台区
B0FFLJV6VX,特瓦特超级充电站(宝隆)(暂停营业),116.331331,39.850147,南三环西路91号院宝隆大厦西院,13511006457;13552607861,汽车服务;充电站;充电站,011100,北京市,北京市,丰台区,夏家胡同,[],充电站,丰台区
B0K29DR1YZ,理想超级充电站(理想5C超充站北京西国贸大酒店西侧停车场),116.307240,39.855730,丰台街道丰管路37号(泥洼地铁站C1东南口步行450米),4006860400,汽车服务;充电站;充电站,011100,北京市,北京市,丰台区,七里庄,[],充电站,丰台区
B0L1LCFC0F,理想超级充电站(理想超充站北京丰台区小瓦窑西路停车场),116.244197,39.888165,卢沟桥街道小瓦窑西路思湘苑西侧停车场,4006860400,汽车服务;充电站;充电站,011100,北京市,北京市,丰台区,青塔,[],充电站,丰台区
B0L2M4WZ3H,能加超充丰台刘家窑站,116.426054,39.858581,南三环东路27号(刘家窑地铁站B东北口步行300米),4001100835,汽车服务;充电站;充电站,011100,北京市,北京市,丰台区,刘家窑,[],充电站,丰台区
B0MGTN6RM4,能加超充超级充电站 (宋家庄翔达超充站),116.433852,39.849457,金泰翔达写字楼停车场,4001100835,汽车服务;充电站;充电站,011100,北京市,北京市,丰台区,成寿寺社区,[],充电站,丰台区
B0LUVAD5DG,能加超充超级充电站(万柳桥纪家庙超充站·华为超充技术支持),116.333915,39.846032,玉泉营街道纪家庙8号院(南三环万柳桥南100米)华沿酒店停车场内,4001100835,汽车服务;充电站;充电站,011100,北京市,北京市,丰台区,夏家胡同,[],充电站,丰台区
B0LUTZ56QC,能加超充超级充电站(丰台区赵辛店超充站·华为超充技术支持),116.195349,39.804761,长辛店大街国网充电站对面,4001100835,汽车服务;充电站;充电站,011100,北京市,北京市,丰台区,长辛店,[],充电站,丰台区
B0M63N6R2B,能加超充超级充电站(京良路青旅新发地超充站),116.333590,39.809376,青旅,4001100835,汽车服务;充电站;充电站,011100,北京市,北京市,丰台区,新发地,[],充电站,丰台区
B0LUTZ4ULM,能加超充超级充电站(六里桥奈伦大厦超充站·华为超充技术支持),116.306652,39.884192,六里桥奈伦大厦,4001100835,汽车服务;充电站;充电站,011100,北京市,北京市,丰台区,太平桥,[],充电站,丰台区
B0LUVAD5DE,能加超充超级充电站(南苑路瑞荣大厦超充站·华为超充技术支持),116.401672,39.807559,瑞荣大厦,4001100835,汽车服务;充电站;充电站,011100,北京市,北京市,丰台区,南苑,[],充电站,丰台区
B0LUVAE038,能加超充超级充电站(右安门北京商务会馆超充站·华为超充技术支持),116.359699,39.867711,北京商务会馆,4001100835,汽车服务;充电站;充电站,011100,北京市,北京市,丰台区,右安门,[],充电站,丰台区
B0JDOMCWA4,蔚来换电站(丰台新村),116.306883,39.839752,丰台南路79号,[],汽车服务;充电站;充电站,011100,北京市,北京市,丰台区,[],[],充电站,丰台区
B0J0BAH2G5,蔚来换电站(北京花乡奥特莱斯站),116.325499,39.829579,南四环西路76号,[],汽车服务;充电站;充电站,011100,北京市,北京市,丰台区,花乡,[],充电站,丰台区
B0JKP713LC,蔚来换电站(北京马连道大都纸库),116.330652,39.875423,马连道欣园小区地面停车场,[],汽车服务;汽车服务相关;汽车服务相关,010000,北京市,北京市,丰台区,广安门,[],充电站,丰台区
B0JKTZ22Q5,蔚来能源超级充电站(北京丰台分钟寺),116.452470,39.852700,分钟寺地铁站A口(西北口),[],汽车服务;充电站;充电站,011100,北京市,北京市,丰台区,分钟寺,[],充电站,丰台区
B0LGFAPK7W,蔚来能源超级充电站(北京丰台木樨园),116.401665,39.859090,木樨园世贸商城中心停车场,[],汽车服务;充电站;充电站,011100,北京市,北京市,丰台区,木樨园,[],充电站,丰台区
B0MUTRM41O,逸安启超级充电站(北京丰体时代大厦),116.269930,39.865707,丰体南路3号丰体时代大厦地面停车场,4000010780,汽车服务;充电站;充电站,011100,北京市,北京市,丰台区,北大地,[],充电站,丰台区
B0LRNSKOLQ,隆瑞三优(城南嘉园368路充电站),116.363846,39.835340,嘉园路,[],汽车服务;充电站;充电站,011100,北京市,北京市,丰台区,马家堡村,[],充电站,丰台区
B0L2M5Y27K,隆瑞三优汽车充电站(嘉园三里充电站快充站),116.365395,39.841053,镇国寺北街8号院18号,[],汽车服务;充电站;充电站,011100,北京市,北京市,丰台区,角门,[],充电站,丰台区
B0LUCPI75C,隆瑞三优汽车充电站(隆瑞三优王佐充电站快充站),116.156710,39.787926,南宫迎宾路,[],汽车服务;充电站;充电站,011100,北京市,北京市,丰台区,[],[],充电站,丰台区
B0G0FU82NB,隆瑞三优超级充电站(木樨园超级充电站),116.398311,39.858383,永定门外大街公交木樨园加气站,[],汽车服务;充电站;充电站,011100,北京市,北京市,丰台区,木樨园,[],充电站,丰台区
B0IBXKR99F,隆瑞三优超级充电站(柳村超级充电站),116.339984,39.873074,菜户营西街69号,[],汽车服务;充电站;充电站,011100,北京市,北京市,丰台区,广安门,[],充电站,丰台区
B0LDYPG6SX,雨和同创车场,116.376477,39.812142,槐房路126号停车场,[],汽车服务;充电站;充电站,011100,北京市,北京市,丰台区,南苑,[],充电站,北京市
B0MB2S0KNO,K充电汽车充电站(双北路超充站),116.446715,39.719802,双北路与寺上路交叉口,95105888,汽车服务;充电站;充电站,011100,北京市,北京市,大兴区,[],[],充电站,北京市
B0KRODQ8WQ,bp pulse汽车充电站(bp pulse快充站北京大兴体育中心),116.329430,39.767753,高米店街道兴华大街二段15号,4006644086,汽车服务;充电站;充电站,011100,北京市,北京市,大兴区,黄村,[],充电站,大兴区
B0M6OULUJ4,万勋机器人智充空间 北京亦庄国际医药产业基地站,116.519135,39.767815,博兴街道北京自贸试验区高端产业片区亦庄组团亦庄国际生物医药园,4009960625,汽车服务;充电站;充电站,011100,北京市,北京市,大兴区,亦庄,[],充电站,大兴区
B0J3H4NKSW,万城万充汽车充电站(中航科技商务园),116.531079,39.803769,航空工业科技商务园停车场,[],汽车服务;充电站;充电站,011100,北京市,北京市,大兴区,亦庄,[],充电站,大兴区
B0MU2PCGDC,中国石化北野场桥下超充站,116.446716,39.719802,双北路北野场桥下,95105888,汽车服务;充电站;充电站,011100,北京市,北京市,大兴区,[],[],充电站,大兴区
B0LBOXCG83,中国石化汽车充电站(中国石化京福智能充电站),116.477731,39.710747,青云店镇京福路与孙垡路交叉口北50,95105888,汽车服务;充电站;充电站,011100,北京市,北京市,大兴区,[],[],充电站,大兴区
B0LAJB9QFO,中国石化汽车充电站(中国石化伊庄超充站重卡充电站),116.456200,39.684180,魏善庄镇G3京台高速,95105888,汽车服务;充电站;充电站,011100,北京市,北京市,大兴区,[],[],充电站,北京市
B0L3V4FK2G,中国石化汽车充电站(中国石化兴华桥南充电站),116.330760,39.778706,兴华桥南50米(五环路南),95105888,汽车服务;充电站;充电站,011100,北京市,北京市,大兴区,西红门,[],充电站,北京市
B0KD0BW60M,中国石化汽车充电站(中国石化国基创新园充电站),116.309700,39.620464,庞各庄镇龙景湾社区瓜乡路32号,95105888,汽车服务;充电站;充电站,011100,北京市,北京市,大兴区,庞各庄,[],充电站,北京市
B0LGJBKDDQ,中国石化汽车充电站(中国石化奥宇充电站),116.349587,39.762618,金星路12号2号楼,95105888,汽车服务;充电站;充电站,011100,北京市,北京市,大兴区,黄村,[],充电站,北京市
B0MDJBI82X,中国石化汽车充电站(中国石化定水桥重卡充电站),116.247050,39.692406,定水桥下,95105888,汽车服务;充电站;充电站,011100,北京市,北京市,大兴区,[],[],充电站,大兴区
B0LAJBND4C,中国石化汽车充电站(中国石化林肯公园充电站),116.494650,39.804157,林肯公园停车场,95105888,汽车服务;充电站;充电站,011100,北京市,北京市,大兴区,亦庄,[],充电站,大兴区
B0L6ZBLYL7,中国石化汽车充电站(中国石化百联清城充电站),116.331466,39.737689,黄村镇兴华中路9号(清城北区),95105888,汽车服务;充电站;充电站,011100,北京市,北京市,大兴区,兴丰,[],充电站,大兴区
B0MGC4E5LF,中国石化汽车充电站(中国石化采育绿地缤纷荟充电站),116.626870,39.656216,采育镇采平路1号院1号楼,95105888,汽车服务;充电站;充电站,011100,北京市,北京市,大兴区,[],[],充电站,大兴区
B0K0VBG2TM,中国石化汽车充电站(兴海公园南门充电站),116.334103,39.788186,[],95105888,汽车服务;充电站;充电站,011100,北京市,北京市,大兴区,西红门,[],充电站,北京市
B0MA9CBURZ,中国石化汽车充电站(玫瑰城充电站),116.333980,39.753320,清源街道枣园玫瑰城购物中心地上停车场,95105888,汽车服务;充电站;充电站,011100,北京市,北京市,大兴区,兴丰,[],充电站,北京市
B0KBB6L91M,中国石化汽车充电站(经海二路充电站),116.524855,39.810750,康乾路13号院,95105888,汽车服务;充电站;充电站,011100,北京市,北京市,大兴区,亦庄,[],充电站,北京市
B0HDFZHED4,中黑公共汽车充电站,116.353170,39.682529,京南物流基地庆丰路与狼大路交汇口东500米路北,13811591139,汽车服务;充电站;充电站,011100,北京市,北京市,大兴区,[],[],充电站,大兴区
B0JKZLQUDN,云快充汽车充电站(北京安速充旧宫1号充电站),116.454316,39.800171,旧宫新苑南区4号楼停车场,4008288517,汽车服务;充电站;充电站,011100,北京市,北京市,大兴区,旧宫,[],充电站,大兴区
B0LDR7GIL9,云快充汽车充电站(君龙采摘园充电站),116.361240,39.628143,庞各庄镇四李路东侧,4008288517,汽车服务;充电站;充电站,011100,北京市,北京市,大兴区,[],[],充电站,大兴区
B0M6TN3GC6,云快充汽车充电站(妙度云快充),116.470510,39.658947,刘家堡路58号北京沽源企业商会,4008288517,汽车服务;充电站;充电站,011100,北京市,北京市,大兴区,[],[],充电站,大兴区
B0LUUXUFPC,云快充汽车充电站(赛宝快充站),116.498125,39.782218,亦庄经济技术开发区地盛南街甲3号,4008288517,汽车服务;充电站;充电站,011100,北京市,北京市,大兴区,亦庄,[],充电站,大兴区
B0M635833D,云快充目的地充电站(辛润浩达便民充电站小马坊站),116.428479,39.560403,礼贤镇小马坊磁大路9号,4008288517,汽车服务;充电站;专用充电站,011103,北京市,北京市,大兴区,[],[],充电站,大兴区
B0LDAMI0D8,云快充超级充电站(加录垡汽车充电站三期),116.388920,39.580640,加录垡汽车充电站,4008288517,汽车服务;充电站;充电站,011100,北京市,北京市,大兴区,[],[],充电站,北京市
B0L1UY255C,云快充超级充电站(汇营路快充站),116.471054,39.713093,青汇营路5号,4008288517,汽车服务;充电站;充电站,011100,北京市,北京市,大兴区,[],[],充电站,北京市
B0MDHRT75D,互联互通云快充互联接入汽车充电站奥宇,116.350070,39.762340,金星路12号2号楼,4008288517;95105888,汽车服务;充电站;充电站,011100,北京市,北京市,大兴区,清源,[],充电站,大兴区
B0JD0RW11H,优易充charge汽车充电站(公共站电掌柜大兴首邑上城充电站),116.335262,39.757705,康庄路地面停车场,4000826699,汽车服务;充电站;充电站,011100,北京市,北京市,大兴区,滨河,[],充电站,大兴区
B0LAZUXNNT,优易充charge汽车充电站(橡树园旧宫充电站北京大兴旧宫联通营业厅站),116.451740,39.799755,旧宫镇旧忠路四村1号,4000826699,汽车服务;充电站;充电站,011100,北京市,北京市,大兴区,旧宫,[],充电站,北京市
B0MBBMVY4C,北京车联网汽车充电站(金都都汽车城),116.336740,39.801480,西红门镇宏都路124号,18301081505;4000826699,汽车服务;充电站;充电站,011100,北京市,北京市,大兴区,西红门,[],充电站,大兴区
B0LUZKUNEA,国家电网汽车充电站,116.409740,39.530994,航兴北路,18601376118,汽车服务;充电站;充电站,011100,北京市,北京市,大兴区,[],[],充电站,北京市
B0G0AMR6BV,国家电网汽车充电站(北京市亦庄开发区融兴南二街充电站),116.501368,39.717900,亦庄开发区瑞合西二路与融兴南二街交叉口地面停车场,[],汽车服务;充电站;充电站,011100,北京市,北京市,大兴区,[],[],充电站,大兴区
B0FFHN2IC5,国家电网汽车充电站(北京市亦庄开发区西环北路),116.489157,39.788058,亦庄开发区西环北路凉水河沿线地面停车场,18601376118,汽车服务;充电站;充电站,011100,北京市,北京市,大兴区,亦庄,[],充电站,大兴区
