esd,record_time,soc,pack_voltage (V),charge_current (A),max_cell_voltage (V),min_cell_voltage (V),max_temperature (℃),min_temperature (℃),available_energy (kw),available_capacity (Ah)
900003441,2.02E+13,16.8,322.1,-27.39000,3.364,3.345,36,34,12.38,38.64
900003448,2.02E+13,28.8,327.9,-38.42000,3.430,3.402,37,35,16.58,51.24
900003450,2.02E+13,57.4,344.0,-30.19000,3.603,3.564,34,32,26.59,81.27
900003451,2.02E+13,68.4,348.1,-58.96000,3.651,3.600,36,34,30.44,92.82
900003459,2.02E+13,72.2,351.1,-54.93000,3.678,3.638,36,34,31.77,96.81
900003466,2.02E+13,56.8,341.6,-39.10000,3.577,3.540,34,33,26.38,80.64
900003471,2.02E+13,34.2,331.7,-60.45000,3.467,3.442,34,33,18.47,56.91
900003478,2.02E+13,59.7,345.7,-66.51000,3.623,3.578,36,33,27.39,83.69
900003486,2.02E+13,61.3,344.5,-57.78000,3.598,3.580,34,33,27.95,85.36
900003487,2.02E+13,66.1,349.1,-38.51000,3.663,3.610,33,32,29.63,90.41
900003495,2.02E+13,61.3,344.3,-61.01000,3.596,3.577,35,33,27.95,85.36
900003501,2.02E+13,36.7,332.8,-74.43000,3.477,3.456,37,36,19.34,59.54
900003508,2.02E+13,41.7,334.6,-29.36000,3.502,3.470,36,35,21.09,64.78
900003516,2.02E+13,47.4,338.4,-33.31000,3.548,3.502,37,36,23.09,70.77
900003522,2.02E+13,56.5,342.6,-62.31000,3.586,3.552,34,33,26.27,80.33
900003528,2.02E+13,59.4,343.5,-73.54000,3.586,3.570,38,36,27.29,83.37
900003534,2.02E+13,63.0,347.1,-31.59000,3.624,3.607,36,33,28.55,87.15
900003541,2.02E+13,24.8,326.3,-30.14000,3.405,3.392,32,30,15.18,47.04
900003545,2.02E+13,52.2,340.1,-61.56000,3.561,3.523,33,32,24.77,75.81
900003549,2.02E+13,31.4,328.6,-55.31000,3.431,3.414,33,32,17.49,53.97
900003555,2.02E+13,77.8,355.4,-56.10000,3.715,3.689,37,36,33.73,100.00
900003558,2.02E+13,20.8,323.6,-69.76000,3.379,3.362,32,31,13.78,42.84
900003565,2.02E+13,78.4,355.3,-62.59000,3.721,3.681,35,34,33.94,100.00
900003566,2.02E+13,29.2,327.6,-26.02000,3.422,3.403,34,34,16.72,51.66
900003573,2.02E+13,57.5,341.9,-74.90000,3.579,3.544,37,36,26.62,81.38
900003575,2.02E+13,51.2,339.3,-23.90000,3.548,3.520,38,36,24.42,74.76
900003576,2.02E+13,43.5,334.2,-65.30000,3.502,3.460,33,31,21.73,66.68
900003579,2.02E+13,33.3,329.1,-26.84000,3.435,3.422,37,36,18.15,55.96
900003580,2.02E+13,57.3,343.7,-27.49000,3.602,3.559,34,32,26.55,81.16
900003588,2.02E+13,70.9,351.6,-54.32000,3.688,3.636,35,33,31.32,95.45
900003594,2.02E+13,57.4,342.9,-50.47000,3.595,3.549,34,33,26.59,81.27
900003600,2.02E+13,23.0,324.7,-51.44000,3.390,3.375,34,33,14.55,45.15
900003601,2.02E+13,78.9,354.8,-45.27000,3.715,3.677,34,33,34.00,100.00
900003608,2.02E+13,49.5,337.8,-61.44000,3.530,3.508,38,36,23.82,72.97
900003615,2.02E+13,78.9,353.9,-41.94000,3.715,3.659,32,31,34.00,100.00
900003616,2.02E+13,70.6,349.5,-29.67000,3.667,3.614,37,36,31.21,95.13
900003617,2.02E+13,39.1,332.8,-66.05000,3.485,3.449,36,35,20.19,62.05
900003625,2.02E+13,22.9,323.6,-22.98000,3.388,3.355,33,31,14.51,45.05
900003627,2.02E+13,38.9,331.8,-62.43000,3.476,3.437,37,35,20.11,61.84
900003628,2.02E+13,23.3,326.0,-62.37000,3.406,3.385,34,33,14.65,45.47
900003634,2.02E+13,75.1,353.0,-69.26000,3.688,3.667,32,31,32.78,99.86
900003639,2.02E+13,31.8,329.9,-52.66000,3.445,3.428,36,34,17.63,54.39
900003644,2.02E+13,21.0,322.7,-36.79000,3.374,3.350,36,35,13.85,43.05
900003649,2.02E+13,55.9,343.4,-57.31000,3.596,3.557,33,31,26.06,79.69
900003657,2.02E+13,19.7,323.8,-41.82000,3.390,3.356,34,32,13.39,41.69
900003663,2.02E+13,16.3,322.2,-50.72000,3.366,3.347,37,35,12.21,38.12
900003671,2.02E+13,16.6,320.5,-23.38000,3.347,3.331,33,31,12.31,38.43
900003678,2.02E+13,68.1,348.2,-74.30000,3.644,3.610,34,33,30.33,92.50
900003680,2.02E+13,64.7,346.7,-71.91000,3.630,3.594,37,35,29.14,88.94
900003685,2.02E+13,31.4,329.8,-43.48000,3.446,3.425,34,32,17.49,53.97
900003687,2.02E+13,79.4,356.6,-57.62000,3.731,3.697,35,34,34.00,100.00
900003690,2.02E+13,77.7,353.9,-38.75000,3.705,3.668,33,30,33.70,100.00
900003696,2.02E+13,25.7,324.6,-48.35000,3.393,3.369,38,37,15.49,47.98
900003704,2.02E+13,38.5,331.7,-56.42000,3.473,3.437,33,31,19.98,61.43
900003711,2.02E+13,32.2,328.4,-23.79000,3.429,3.413,33,31,17.77,54.81
900003713,2.02E+13,15.1,319.3,-58.22000,3.342,3.311,33,31,11.79,36.86
900003718,2.02E+13,39.2,334.0,-54.23000,3.499,3.460,37,36,20.22,62.16
900003722,2.02E+13,52.3,339.7,-46.35000,3.555,3.522,36,34,24.80,75.91
900003725,2.02E+13,38.6,332.5,-30.08000,3.480,3.447,32,30,20.01,61.53
900003732,2.02E+13,59.9,344.3,-45.18000,3.602,3.571,34,32,27.46,83.90
900003738,2.02E+13,69.4,349.2,-44.07000,3.648,3.628,33,31,30.79,93.87
900003740,2.02E+13,60.8,345.5,-47.19000,3.612,3.585,36,34,27.78,84.84
900003742,2.02E+13,20.4,322.8,-51.81000,3.378,3.346,33,31,13.64,42.42
900003743,2.02E+13,42.9,335.8,-62.92000,3.519,3.477,35,34,21.52,66.05
900003747,2.02E+13,56.1,341.5,-31.22000,3.578,3.537,34,32,26.13,79.91
900003751,2.02E+13,44.7,337.6,-71.00000,3.537,3.497,36,34,22.14,67.94
900003758,2.02E+13,39.3,333.4,-64.29000,3.483,3.463,34,33,20.25,62.27
900003763,2.02E+13,38.6,333.0,-72.77000,3.489,3.449,36,34,20.01,61.53
900003765,2.02E+13,39.3,334.9,-32.61000,3.501,3.477,33,30,20.25,62.27
900003772,2.02E+13,52.8,341.4,-65.11000,3.570,3.543,33,31,24.98,76.44
900003774,2.02E+13,69.3,350.4,-38.20000,3.664,3.637,37,36,30.75,93.77
900003782,2.02E+13,31.5,330.3,-27.68000,3.454,3.426,35,33,17.52,54.08
900003785,2.02E+13,67.3,349.3,-69.00000,3.664,3.614,34,33,30.05,91.67
900003790,2.02E+13,25.1,327.0,-64.78000,3.415,3.397,35,33,15.29,47.36
900003797,2.02E+13,68.3,350.3,-73.01000,3.673,3.625,37,35,30.40,92.72
900003798,2.02E+13,59.4,343.4,-70.10000,3.586,3.567,37,36,27.29,83.37
900003801,2.02E+13,41.7,334.0,-46.66000,3.500,3.459,34,33,21.09,64.78
900003808,2.02E+13,61.9,345.3,-39.65000,3.622,3.572,33,31,28.16,86.00
900003816,2.02E+13,73.9,353.6,-31.84000,3.710,3.656,35,34,32.37,98.60
900003823,2.02E+13,70.2,351.3,-44.88000,3.671,3.648,35,33,31.07,94.71
900003824,2.02E+13,37.3,333.6,-25.56000,3.494,3.455,35,33,19.55,60.16
900003829,2.02E+13,60.2,343.8,-48.35000,3.604,3.559,32,30,27.57,84.21
900003836,2.02E+13,74.7,351.6,-57.82000,3.674,3.650,34,32,32.64,99.44
900003844,2.02E+13,63.8,345.9,-51.99000,3.615,3.592,37,36,28.83,87.99
900003848,2.02E+13,70.4,350.5,-43.24000,3.667,3.635,33,32,31.14,94.92
900003854,2.02E+13,70.9,351.5,-57.56000,3.681,3.642,36,35,31.32,95.45
900003855,2.02E+13,19.9,322.1,-73.35000,3.365,3.345,37,36,13.46,41.89
900003860,2.02E+13,29.8,329.0,-30.45000,3.441,3.413,38,36,16.93,52.29
900003861,2.02E+13,15.3,318.9,-48.29000,3.332,3.312,35,34,11.86,37.06
900003866,2.02E+13,61.2,345.8,-53.05000,3.627,3.577,34,32,27.92,85.26
900003873,2.02E+13,53.9,342.4,-53.07000,3.585,3.549,34,32,25.36,77.59
900003879,2.02E+13,59.7,345.8,-62.03000,3.622,3.582,37,36,27.39,83.69
900003886,2.02E+13,41.2,335.6,-61.99000,3.503,3.488,33,31,20.92,64.26
900003890,2.02E+13,39.0,332.4,-27.54000,3.483,3.441,37,34,20.15,61.95
900003892,2.02E+13,38.7,333.5,-60.97000,3.490,3.458,37,35,20.05,61.64
900003894,2.02E+13,32.4,328.7,-23.24000,3.439,3.410,33,32,17.84,55.02
900003901,2.02E+13,41.2,335.5,-22.99000,3.505,3.485,33,31,20.92,64.26
900003909,2.02E+13,57.7,344.2,-56.53000,3.600,3.571,36,34,26.70,81.59
900003915,2.02E+13,71.5,351.0,-31.03000,3.671,3.642,37,36,31.52,96.08
900003916,2.02E+13,19.2,321.7,-59.73000,3.364,3.338,34,33,13.22,41.16
900003924,2.02E+13,53.2,339.5,-45.93000,3.554,3.518,33,31,25.12,76.86
900003932,2.02E+13,59.8,343.8,-60.83000,3.600,3.563,32,31,27.43,83.79
900003933,2.02E+13,74.5,353.6,-48.76000,3.707,3.659,32,31,32.58,99.23
900003938,2.02E+13,53.0,340.6,-27.58000,3.559,3.536,35,34,25.05,76.65
900003942,2.02E+13,41.2,334.7,-71.99000,3.500,3.473,33,32,20.92,64.26
900003945,2.02E+13,25.4,325.0,-70.98000,3.402,3.368,35,33,15.39,47.67
900003949,2.02E+13,20.7,324.1,-23.08000,3.383,3.368,34,33,13.74,42.73
900003957,2.02E+13,59.6,345.9,-28.12000,3.628,3.578,32,30,27.36,83.58
900003958,2.02E+13,73.3,351.8,-60.51000,3.692,3.637,33,32,32.16,97.97
900003962,2.02E+13,18.6,323.5,-55.80000,3.387,3.352,34,33,13.01,40.53
900003967,2.02E+13,73.9,353.5,-43.44000,3.703,3.661,38,36,32.37,98.60
900003974,2.02E+13,25.6,325.4,-51.67000,3.405,3.375,35,33,15.46,47.88
900003978,2.02E+13,52.7,341.8,-62.37000,3.572,3.548,37,36,24.95,76.34
900003981,2.02E+13,40.9,333.4,-73.40000,3.495,3.452,33,32,20.81,63.95
900003982,2.02E+13,45.9,337.6,-65.94000,3.528,3.506,36,34,22.56,69.19
900003988,2.02E+13,16.2,320.9,-36.14000,3.356,3.330,36,35,12.17,38.01
900003993,2.02E+13,48.2,339.2,-66.22000,3.546,3.521,33,31,23.37,71.61
900003999,2.02E+13,73.3,351.2,-29.47000,3.685,3.631,33,32,32.16,97.97
900004001,2.02E+13,31.6,330.6,-48.32000,3.456,3.431,35,34,17.56,54.18
900004009,2.02E+13,78.2,355.4,-61.31000,3.722,3.682,35,32,33.87,100.00
900004012,2.02E+13,66.0,349.5,-37.08000,3.657,3.624,37,35,29.60,90.30
900004017,2.02E+13,18.2,320.6,-52.63000,3.347,3.332,35,33,12.87,40.11
900004020,2.02E+13,19.4,321.4,-61.53000,3.366,3.330,33,32,13.29,41.37
900004024,2.02E+13,20.0,322.7,-55.26000,3.373,3.349,37,35,13.50,42.00
900004026,2.02E+13,60.2,343.9,-42.93000,3.598,3.567,38,35,27.57,84.21
900004032,2.02E+13,73.4,351.0,-65.10000,3.667,3.646,34,33,32.19,98.07
900004033,2.02E+13,77.2,355.6,-51.53000,3.731,3.678,36,34,33.52,100.00
900004038,2.02E+13,30.9,328.7,-68.00000,3.437,3.411,34,31,17.31,53.45
900004041,2.02E+13,31.6,327.8,-38.68000,3.425,3.404,37,35,17.56,54.18
900004042,2.02E+13,19.6,322.5,-54.33000,3.369,3.349,37,35,13.36,41.58
900004046,2.02E+13,78.6,353.7,-58.56000,3.706,3.662,36,34,34.00,100.00
900004051,2.02E+13,33.9,330.3,-24.54000,3.449,3.433,32,31,18.36,56.59
900004059,2.02E+13,53.1,341.2,-68.92000,3.576,3.533,32,31,25.09,76.75
900004066,2.02E+13,19.2,321.9,-42.33000,3.362,3.345,36,34,13.22,41.16
900004074,2.02E+13,49.2,337.5,-51.14000,3.539,3.492,33,32,23.72,72.66
900004080,2.02E+13,35.2,330.7,-27.72000,3.463,3.428,33,32,18.82,57.96
900004085,2.02E+13,41.2,334.9,-49.51000,3.500,3.476,35,33,20.92,64.26
900004093,2.02E+13,27.9,328.4,-43.40000,3.436,3.405,37,35,16.27,50.30
900004101,2.02E+13,56.0,342.4,-37.78000,3.577,3.556,33,32,26.10,79.80
900004109,2.02E+13,34.2,330.7,-25.95000,3.456,3.433,34,32,18.47,56.91
900004115,2.02E+13,38.6,331.8,-42.08000,3.468,3.445,35,33,20.01,61.53
900004121,2.02E+13,64.0,347.9,-33.45000,3.640,3.608,35,34,28.90,88.20
900004129,2.02E+13,72.7,351.8,-52.17000,3.681,3.648,32,31,31.95,97.34
900004130,2.02E+13,65.1,347.3,-49.16000,3.631,3.605,37,34,29.28,89.36
900004138,2.02E+13,46.7,337.0,-67.66000,3.525,3.497,33,31,22.84,70.03
900004139,2.02E+13,65.2,347.6,-34.18000,3.636,3.605,34,32,29.32,89.46
900004143,2.02E+13,15.6,320.7,-68.63000,3.350,3.331,37,36,11.96,37.38
900004151,2.02E+13,53.1,339.6,-58.18000,3.551,3.524,37,35,25.09,76.75
900004153,2.02E+13,78.4,355.4,-43.28000,3.718,3.687,36,35,33.94,100.00
900004159,2.02E+13,76.3,355.1,-32.45000,3.723,3.676,34,32,33.20,100.00
900004165,2.02E+13,19.5,321.7,-66.28000,3.365,3.337,38,36,13.32,41.48
900004170,2.02E+13,68.2,349.0,-26.22000,3.662,3.609,33,32,30.37,92.61
900004177,2.02E+13,75.5,353.5,-62.79000,3.702,3.663,33,32,32.92,100.00
900004183,2.02E+13,29.2,327.8,-39.43000,3.435,3.395,36,34,16.72,51.66
900004186,2.02E+13,73.9,351.1,-72.70000,3.681,3.634,38,36,32.37,98.60
900004191,2.02E+13,50.5,340.5,-53.71000,3.566,3.529,34,32,24.17,74.03
900004194,2.02E+13,75.4,352.1,-54.12000,3.679,3.657,35,33,32.89,100.00
900004195,2.02E+13,43.6,337.2,-73.42000,3.532,3.494,37,35,21.76,66.78
900004197,2.02E+13,56.7,341.9,-61.26000,3.584,3.540,35,33,26.34,80.53
900004201,2.02E+13,69.8,350.1,-29.63000,3.671,3.622,34,32,30.93,94.29
900004202,2.02E+13,78.4,354.0,-49.30000,3.713,3.661,36,34,33.94,100.00
900004209,2.02E+13,36.2,332.9,-60.50000,3.489,3.446,33,32,19.17,59.01
900004214,2.02E+13,73.1,353.2,-50.07000,3.700,3.659,38,36,32.08,97.75
900004220,2.02E+13,50.2,340.6,-49.58000,3.571,3.525,37,35,24.07,73.71
900004228,2.02E+13,22.7,323.9,-40.82000,3.385,3.364,37,36,14.45,44.84
900004230,2.02E+13,42.4,335.4,-60.63000,3.512,3.476,32,30,21.34,65.52
900004231,2.02E+13,15.1,320.0,-72.64000,3.350,3.317,35,34,11.79,36.86
900004235,2.02E+13,51.9,339.3,-64.83000,3.545,3.524,32,30,24.66,75.50
900004237,2.02E+13,78.6,354.7,-49.39000,3.717,3.672,37,36,34.00,100.00
900004239,2.02E+13,50.7,340.6,-71.64000,3.567,3.530,35,33,24.25,74.24
900004247,2.02E+13,37.9,333.1,-69.06000,3.481,3.459,32,30,19.77,60.80
900004254,2.02E+13,22.2,322.5,-52.91000,3.370,3.349,38,36,14.27,44.31
900004260,2.02E+13,72.9,350.4,-56.29000,3.659,3.641,35,33,32.02,97.55
900004265,2.02E+13,74.8,353.4,-30.84000,3.702,3.661,38,36,32.68,99.54
900004272,2.02E+13,61.8,346.7,-67.82000,3.629,3.594,33,32,28.13,85.89
900004276,2.02E+13,24.4,324.5,-56.79000,3.400,3.361,35,33,15.04,46.62
900004281,2.02E+13,23.6,325.8,-23.92000,3.410,3.378,38,36,14.76,45.78
900004287,2.02E+13,79.2,356.1,-38.92000,3.736,3.682,35,32,34.00,100.00
900004294,2.02E+13,64.6,346.7,-63.72000,3.633,3.589,33,31,29.11,88.83
900004295,2.02E+13,76.7,353.8,-56.73000,3.704,3.666,38,36,33.34,100.00
900004297,2.02E+13,68.7,349.0,-42.22000,3.653,3.618,34,33,30.54,93.14
900004303,2.02E+13,23.7,325.3,-55.03000,3.401,3.376,35,33,14.79,45.89
900004311,2.02E+13,48.0,338.0,-33.26000,3.540,3.501,32,30,23.30,71.40
900004313,2.02E+13,21.6,322.4,-42.51000,3.367,3.349,33,30,14.06,43.68
900004316,2.02E+13,39.9,334.8,-47.52000,3.504,3.472,32,31,20.46,62.90
900004324,2.02E+13,71.7,349.8,-39.28000,3.662,3.626,33,31,31.59,96.29
900004331,2.02E+13,18.8,323.3,-31.82000,3.380,3.355,32,30,13.08,40.74
900004334,2.02E+13,15.7,321.5,-67.32000,3.365,3.333,35,33,11.99,37.48
900004341,2.02E+13,46.9,336.4,-74.98000,3.514,3.494,38,36,22.91,70.25
900004347,2.02E+13,22.9,324.7,-23.33000,3.391,3.373,33,32,14.51,45.05
900004353,2.02E+13,46.9,338.5,-59.67000,3.539,3.513,35,34,22.91,70.25
900004355,2.02E+13,71.8,352.4,-46.41000,3.687,3.654,36,35,31.63,96.39
900004356,2.02E+13,31.8,330.1,-51.57000,3.459,3.418,38,35,17.63,54.39
900004357,2.02E+13,62.1,345.5,-73.02000,3.623,3.576,32,31,28.23,86.20
900004362,2.02E+13,22.7,325.3,-54.98000,3.401,3.377,32,30,14.45,44.84
900004366,2.02E+13,51.4,339.1,-46.15000,3.551,3.514,33,31,24.49,74.97
900004371,2.02E+13,63.1,347.9,-59.37000,3.639,3.608,33,32,28.59,87.26
900004372,2.02E+13,71.3,351.1,-34.92000,3.672,3.642,38,36,31.45,95.86
900004378,2.02E+13,29.2,327.9,-65.90000,3.429,3.403,37,34,16.72,51.66
900004382,2.02E+13,25.1,326.5,-42.76000,3.415,3.387,35,34,15.29,47.36
900004390,2.02E+13,57.5,344.6,-62.99000,3.614,3.566,34,33,26.62,81.38
900004398,2.02E+13,65.4,346.3,-74.96000,3.618,3.597,37,35,29.39,89.67
900004399,2.02E+13,49.8,338.7,-70.57000,3.546,3.510,32,31,23.93,73.29
900004404,2.02E+13,25.2,324.1,-62.54000,3.387,3.365,35,33,15.32,47.46
900004408,2.02E+13,44.7,337.7,-39.75000,3.532,3.503,35,33,22.14,67.94
900004412,2.02E+13,75.4,354.6,-27.39000,3.712,3.676,36,35,32.89,100.00
900004420,2.02E+13,60.2,346.3,-55.92000,3.617,3.599,37,35,27.57,84.21
900004421,2.02E+13,44.9,335.7,-72.59000,3.506,3.487,38,37,22.21,68.15
900004429,2.02E+13,33.8,330.5,-28.85000,3.454,3.431,32,30,18.33,56.49
900004435,2.02E+13,15.6,321.0,-30.12000,3.355,3.333,36,34,11.96,37.38
900004441,2.02E+13,17.4,321.7,-29.30000,3.367,3.336,34,33,12.59,39.27
900004447,2.02E+13,64.4,348.4,-69.48000,3.644,3.614,32,31,29.04,88.62
900004448,2.02E+13,17.8,321.6,-23.27000,3.359,3.341,34,33,12.73,39.69
900004449,2.02E+13,42.5,335.9,-44.18000,3.514,3.484,38,36,21.38,65.62
900004455,2.02E+13,74.0,353.1,-53.24000,3.700,3.656,38,36,32.40,98.70
900004463,2.02E+13,25.7,324.6,-24.60000,3.392,3.370,37,36,15.49,47.98
900004465,2.02E+13,73.4,350.7,-29.14000,3.679,3.627,34,32,32.19,98.07
900004469,2.02E+13,78.2,354.8,-64.73000,3.723,3.669,34,33,33.87,100.00
900004472,2.02E+13,77.2,352.7,-62.61000,3.700,3.649,38,36,33.52,100.00
900004479,2.02E+13,60.1,345.7,-49.39000,3.617,3.585,33,31,27.54,84.11
900004487,2.02E+13,41.0,333.3,-62.11000,3.490,3.453,34,32,20.85,64.05
900004490,2.02E+13,48.7,339.5,-65.95000,3.546,3.526,37,36,23.54,72.14
900004494,2.02E+13,79.9,355.6,-71.20000,3.727,3.681,32,31,34.00,100.00
900004502,2.02E+13,58.7,345.0,-34.57000,3.610,3.577,36,34,27.04,82.64
900004507,2.02E+13,47.1,339.0,-54.45000,3.542,3.521,35,33,22.98,70.46
900004513,2.02E+13,35.3,332.3,-35.24000,3.480,3.442,36,34,18.85,58.06
900004515,2.02E+13,38.4,333.2,-43.82000,3.491,3.451,35,34,19.94,61.32
900004517,2.02E+13,63.9,346.3,-48.88000,3.628,3.587,36,35,28.86,88.09
900004520,2.02E+13,60.7,345.7,-62.47000,3.609,3.593,37,36,27.75,84.74
900004528,2.02E+13,79.6,355.4,-59.99000,3.727,3.677,38,36,34.00,100.00
900004536,2.02E+13,47.8,336.6,-64.89000,3.520,3.493,34,33,23.23,71.19
900004541,2.02E+13,47.2,337.7,-35.81000,3.540,3.496,33,32,23.02,70.56
900004545,2.02E+13,79.8,354.8,-41.18000,3.710,3.683,37,36,34.00,100.00
900004550,2.02E+13,45.2,336.4,-39.98000,3.527,3.482,34,32,22.32,68.46
900004555,2.02E+13,17.6,320.2,-62.42000,3.346,3.325,32,31,12.66,39.48
900004558,2.02E+13,17.8,322.5,-65.46000,3.373,3.345,36,34,12.73,39.69
900004560,2.02E+13,37.7,331.3,-51.65000,3.462,3.441,32,31,19.70,60.59
900004565,2.02E+13,72.9,351.3,-44.36000,3.670,3.649,32,31,32.02,97.55
900004567,2.02E+13,33.2,331.0,-74.26000,3.461,3.435,35,34,18.12,55.86
900004575,2.02E+13,29.4,329.3,-60.72000,3.438,3.423,37,36,16.79,51.87
900004577,2.02E+13,62.5,345.7,-65.70000,3.615,3.588,35,33,28.38,86.62
900004581,2.02E+13,55.5,342.8,-44.37000,3.583,3.560,33,31,25.92,79.28
900004589,2.02E+13,16.3,321.6,-24.60000,3.358,3.342,37,36,12.21,38.12
900004594,2.02E+13,21.6,323.2,-44.20000,3.386,3.348,34,32,14.06,43.68
900004600,2.02E+13,71.3,350.0,-62.82000,3.670,3.622,36,35,31.45,95.86
900004604,2.02E+13,69.7,351.3,-45.58000,3.671,3.648,33,31,30.89,94.19
900004608,2.02E+13,56.2,343.6,-53.68000,3.590,3.568,35,34,26.17,80.01
900004616,2.02E+13,75.8,352.7,-46.48000,3.699,3.648,37,35,33.03,100.00
900004618,2.02E+13,31.4,330.3,-70.94000,3.451,3.431,36,34,17.49,53.97
900004619,2.02E+13,28.6,326.1,-70.23000,3.413,3.380,35,33,16.51,51.03
900004623,2.02E+13,20.6,323.7,-48.90000,3.387,3.357,35,33,13.71,42.63
900004629,2.02E+13,59.2,345.7,-41.46000,3.619,3.584,36,34,27.22,83.16
900004634,2.02E+13,40.9,335.0,-22.80000,3.505,3.475,36,34,20.81,63.95
900004638,2.02E+13,31.3,329.4,-66.01000,3.447,3.415,38,36,17.45,53.87
900004643,2.02E+13,54.2,342.4,-73.72000,3.588,3.545,34,32,25.47,77.91
900004644,2.02E+13,15.5,320.6,-70.39000,3.357,3.323,36,35,11.93,37.28
900004646,2.02E+13,19.5,322.7,-74.81000,3.373,3.350,37,35,13.32,41.48
900004651,2.02E+13,32.3,329.6,-55.09000,3.441,3.426,33,32,17.80,54.91
900004653,2.02E+13,44.9,335.5,-59.68000,3.517,3.472,38,36,22.21,68.15
900004654,2.02E+13,23.3,325.6,-57.73000,3.409,3.374,32,31,14.65,45.47
900004661,2.02E+13,21.4,323.8,-44.20000,3.382,3.364,34,33,13.99,43.47
900004666,2.02E+13,16.0,321.9,-51.24000,3.371,3.335,33,30,12.10,37.80
900004674,2.02E+13,78.5,355.6,-61.70000,3.727,3.682,33,31,33.97,100.00
900004677,2.02E+13,79.6,356.1,-47.05000,3.727,3.692,32,31,34.00,100.00
900004684,2.02E+13,37.4,333.5,-23.91000,3.490,3.458,33,31,19.59,60.27
900004689,2.02E+13,34.3,330.2,-25.47000,3.451,3.429,37,35,18.50,57.02
900004691,2.02E+13,69.8,350.8,-43.95000,3.678,3.631,32,30,30.93,94.29
900004697,2.02E+13,47.1,336.6,-70.37000,3.515,3.497,33,32,22.98,70.46
900004699,2.02E+13,48.8,337.5,-65.29000,3.530,3.502,34,32,23.58,72.24
900004701,2.02E+13,32.0,330.0,-64.72000,3.452,3.422,33,31,17.70,54.60
900004708,2.02E+13,56.1,341.6,-64.82000,3.575,3.542,35,33,26.13,79.91
900004709,2.02E+13,43.4,336.8,-55.17000,3.528,3.489,34,32,21.69,66.57
900004712,2.02E+13,76.3,355.0,-25.06000,3.708,3.688,36,34,33.20,100.00
900004717,2.02E+13,58.5,343.8,-41.60000,3.589,3.573,34,33,26.97,82.43
900004724,2.02E+13,71.5,349.6,-37.18000,3.668,3.616,33,31,31.52,96.08
900004730,2.02E+13,49.9,339.1,-69.14000,3.555,3.510,35,33,23.96,73.40
900004735,2.02E+13,38.0,333.5,-48.73000,3.485,3.464,32,31,19.80,60.90
900004739,2.02E+13,64.3,346.4,-40.71000,3.628,3.589,35,33,29.00,88.52
900004747,2.02E+13,25.9,327.2,-33.65000,3.420,3.396,34,32,15.56,48.20
900004755,2.02E+13,22.4,325.2,-41.45000,3.397,3.378,35,33,14.34,44.52
900004759,2.02E+13,42.8,336.2,-25.31000,3.515,3.488,37,35,21.48,65.94
900004766,2.02E+13,44.9,335.2,-67.35000,3.514,3.470,35,33,22.21,68.15
900004771,2.02E+13,74.7,351.6,-50.85000,3.674,3.651,36,35,32.64,99.44
900004778,2.02E+13,29.7,327.0,-45.72000,3.417,3.396,38,35,16.89,52.19
900004779,2.02E+13,34.4,330.2,-30.17000,3.449,3.430,34,33,18.54,57.12
900004784,2.02E+13,61.4,344.8,-44.93000,3.612,3.572,35,33,27.99,85.47
900004786,2.02E+13,37.2,331.7,-72.29000,3.463,3.447,36,35,19.52,60.06
900004793,2.02E+13,62.8,347.6,-62.63000,3.641,3.601,35,34,28.48,86.94
900004798,2.02E+13,61.7,346.2,-38.70000,3.620,3.593,37,35,28.09,85.79
900004804,2.02E+13,48.1,338.1,-41.94000,3.532,3.512,34,32,23.34,71.50
900004812,2.02E+13,23.2,323.7,-52.87000,3.381,3.363,38,36,14.62,45.36
900004813,2.02E+13,52.7,340.1,-39.70000,3.555,3.531,34,32,24.95,76.34
900004817,2.02E+13,62.8,346.7,-50.86000,3.621,3.602,34,32,28.48,86.94
900004823,2.02E+13,68.7,350.3,-55.00000,3.668,3.629,36,33,30.54,93.14
900004824,2.02E+13,24.4,326.2,-44.63000,3.413,3.383,34,32,15.04,46.62
900004825,2.02E+13,23.2,326.0,-35.86000,3.403,3.388,37,36,14.62,45.36
900004827,2.02E+13,37.1,331.8,-49.69000,3.469,3.444,35,33,19.48,59.96
900004830,2.02E+13,50.7,338.9,-42.66000,3.552,3.508,35,33,24.25,74.24
900004832,2.02E+13,43.0,336.1,-53.23000,3.513,3.489,33,32,21.55,66.15
900004838,2.02E+13,69.2,349.6,-51.91000,3.653,3.630,35,33,30.72,93.66
900004844,2.02E+13,53.3,342.5,-58.31000,3.590,3.545,38,37,25.15,76.97
900004852,2.02E+13,27.0,326.7,-49.05000,3.413,3.393,37,35,15.95,49.35
900004854,2.02E+13,37.1,331.4,-31.82000,3.462,3.442,32,30,19.48,59.96
900004859,2.02E+13,25.2,327.0,-66.14000,3.420,3.393,34,33,15.32,47.46
900004861,2.02E+13,32.1,330.9,-45.58000,3.457,3.436,34,32,17.73,54.71
900004866,2.02E+13,71.2,352.4,-27.98000,3.698,3.643,34,31,31.42,95.76
900004867,2.02E+13,56.4,342.8,-43.66000,3.591,3.552,33,32,26.24,80.22
900004869,2.02E+13,41.4,334.5,-36.12000,3.499,3.469,34,32,20.99,64.47
900004871,2.02E+13,64.8,347.5,-24.17000,3.645,3.595,34,32,29.18,89.04
